v1,tp,fp,tn,fn,prec,rec,f1,n,noise_vars,cor_vars,linear_vars,minority_size,iter
adaboost_under,89,5659,5068,59,0.0154836464857342,0.601351351351351,0.0301899592944369,36250,4,4,35,0.0144,101
adaboost_over,0,0,10727,148,NaN,0,NaN,36250,4,4,35,0.0144,101
adaboost_smote,48,2185,8542,100,0.0214957456336767,0.324324324324324,0.0403191936161277,36250,4,4,35,0.0144,101
adaboost_none,0,3,10724,148,0,0,NaN,36250,4,4,35,0.0144,101
xgboost_under,71,4326,6401,77,0.0161473732090061,0.47972972972973,0.0312431243124312,36250,4,4,35,0.0144,101
xgboost_over,27,922,9805,121,0.0284510010537408,0.182432432432432,0.0492251595259799,36250,4,4,35,0.0144,101
xgboost_smote,34,1865,8862,114,0.0179041600842549,0.22972972972973,0.033219345383488,36250,4,4,35,0.0144,101
xgboost_none,0,0,10727,148,NaN,0,NaN,36250,4,4,35,0.0144,101
randomforest_under,93,4214,6513,55,0.0215927559786394,0.628378378378378,0.0417508417508418,36250,4,4,35,0.0144,101
randomforest_over,0,0,10727,148,NaN,0,NaN,36250,4,4,35,0.0144,101
randomforest_smote,15,387,10340,133,0.0373134328358209,0.101351351351351,0.0545454545454545,36250,4,4,35,0.0144,101
randomforest_none,0,0,10727,148,NaN,0,NaN,36250,4,4,35,0.0144,101
c50_under,96,6053,4674,52,0.0156122946820621,0.648648648648649,0.030490709861839,36250,4,4,35,0.0144,101
c50_over,4,218,10509,144,0.018018018018018,0.027027027027027,0.0216216216216216,36250,4,4,35,0.0144,101
c50_smote,52,2782,7945,96,0.018348623853211,0.351351351351351,0.0348759221998659,36250,4,4,35,0.0144,101
c50_none,0,0,10727,148,NaN,0,NaN,36250,4,4,35,0.0144,101
adaboost_under,105,5463,4935,49,0.0188577586206897,0.681818181818182,0.0367004543865781,35173,4,4,45,0.0132487987945299,102
adaboost_over,0,0,10398,154,NaN,0,NaN,35173,4,4,45,0.0132487987945299,102
adaboost_smote,46,2344,8054,108,0.0192468619246862,0.298701298701299,0.0361635220125786,35173,4,4,45,0.0132487987945299,102
adaboost_none,0,0,10398,154,NaN,0,NaN,35173,4,4,45,0.0132487987945299,102
xgboost_under,93,4495,5903,61,0.0202702702702703,0.603896103896104,0.0392239561366512,35173,4,4,45,0.0132487987945299,102
xgboost_over,24,835,9563,130,0.0279394644935972,0.155844155844156,0.0473840078973346,35173,4,4,45,0.0132487987945299,102
xgboost_smote,45,1888,8510,109,0.0232798758406622,0.292207792207792,0.0431241015812171,35173,4,4,45,0.0132487987945299,102
xgboost_none,0,0,10398,154,NaN,0,NaN,35173,4,4,45,0.0132487987945299,102
randomforest_under,100,4263,6135,54,0.0229200091680037,0.649350649350649,0.0442771751162276,35173,4,4,45,0.0132487987945299,102
randomforest_over,0,0,10398,154,NaN,0,NaN,35173,4,4,45,0.0132487987945299,102
randomforest_smote,8,309,10089,146,0.0252365930599369,0.051948051948052,0.0339702760084926,35173,4,4,45,0.0132487987945299,102
randomforest_none,0,0,10398,154,NaN,0,NaN,35173,4,4,45,0.0132487987945299,102
c50_under,108,6063,4335,46,0.0175012153621779,0.701298701298701,0.0341501976284585,35173,4,4,45,0.0132487987945299,102
c50_over,4,176,10222,150,0.0222222222222222,0.025974025974026,0.0239520958083832,35173,4,4,45,0.0132487987945299,102
c50_smote,46,2639,7759,108,0.0171322160148976,0.298701298701299,0.0324057766819303,35173,4,4,45,0.0132487987945299,102
c50_none,0,0,10398,154,NaN,0,NaN,35173,4,4,45,0.0132487987945299,102
adaboost_under,173,6452,5629,73,0.0261132075471698,0.703252032520325,0.0503565710959103,41087,3,3,43,0.019081461289459,103
adaboost_over,0,2,12079,246,0,0,NaN,41087,3,3,43,0.019081461289459,103
adaboost_smote,71,2662,9419,175,0.0259787778997439,0.288617886178862,0.0476670023497818,41087,3,3,43,0.019081461289459,103
adaboost_none,0,8,12073,246,0,0,NaN,41087,3,3,43,0.019081461289459,103
xgboost_under,154,5263,6818,92,0.0284290197526306,0.626016260162602,0.0543881334981459,41087,3,3,43,0.019081461289459,103
xgboost_over,56,1667,10414,190,0.032501450957632,0.227642276422764,0.0568816658202133,41087,3,3,43,0.019081461289459,103
xgboost_smote,63,2351,9730,183,0.0260977630488815,0.25609756097561,0.0473684210526316,41087,3,3,43,0.019081461289459,103
xgboost_none,0,0,12081,246,NaN,0,NaN,41087,3,3,43,0.019081461289459,103
randomforest_under,144,4874,7207,102,0.0286966919091271,0.585365853658537,0.0547112462006079,41087,3,3,43,0.019081461289459,103
randomforest_over,0,0,12081,246,NaN,0,NaN,41087,3,3,43,0.019081461289459,103
randomforest_smote,28,525,11556,218,0.0506329113924051,0.113821138211382,0.0700876095118899,41087,3,3,43,0.019081461289459,103
randomforest_none,0,0,12081,246,NaN,0,NaN,41087,3,3,43,0.019081461289459,103
c50_under,152,6501,5580,94,0.0228468360138283,0.617886178861789,0.0440643571532106,41087,3,3,43,0.019081461289459,103
c50_over,8,337,11744,238,0.0231884057971014,0.032520325203252,0.027072758037225,41087,3,3,43,0.019081461289459,103
c50_smote,74,3321,8760,172,0.0217967599410898,0.300813008130081,0.0406481735786872,41087,3,3,43,0.019081461289459,103
c50_none,0,0,12081,246,NaN,0,NaN,41087,3,3,43,0.019081461289459,103
adaboost_under,127,5853,4907,47,0.0212374581939799,0.729885057471264,0.0412739681507962,36446,4,4,41,0.0142676836964276,104
adaboost_over,0,1,10759,174,0,0,NaN,36446,4,4,41,0.0142676836964276,104
adaboost_smote,60,2403,8357,114,0.0243605359317905,0.344827586206897,0.0455062571103527,36446,4,4,41,0.0142676836964276,104
adaboost_none,0,1,10759,174,0,0,NaN,36446,4,4,41,0.0142676836964276,104
xgboost_under,89,4440,6320,85,0.0196511371163612,0.511494252873563,0.037848182011482,36446,4,4,41,0.0142676836964276,104
xgboost_over,21,875,9885,153,0.0234375,0.120689655172414,0.0392523364485981,36446,4,4,41,0.0142676836964276,104
xgboost_smote,43,2080,8680,131,0.0202543570419218,0.247126436781609,0.0374401393121463,36446,4,4,41,0.0142676836964276,104
xgboost_none,0,0,10760,174,NaN,0,NaN,36446,4,4,41,0.0142676836964276,104
randomforest_under,107,4448,6312,67,0.0234906695938529,0.614942528735632,0.0452526961302601,36446,4,4,41,0.0142676836964276,104
randomforest_over,0,0,10760,174,NaN,0,NaN,36446,4,4,41,0.0142676836964276,104
randomforest_smote,11,410,10350,163,0.0261282660332542,0.0632183908045977,0.0369747899159664,36446,4,4,41,0.0142676836964276,104
randomforest_none,0,0,10760,174,NaN,0,NaN,36446,4,4,41,0.0142676836964276,104
c50_under,151,8409,2351,23,0.0176401869158879,0.867816091954023,0.0345775131669338,36446,4,4,41,0.0142676836964276,104
c50_over,6,213,10547,168,0.0273972602739726,0.0344827586206897,0.0305343511450382,36446,4,4,41,0.0142676836964276,104
c50_smote,60,2653,8107,114,0.0221157390342794,0.344827586206897,0.0415656390717007,36446,4,4,41,0.0142676836964276,104
c50_none,0,0,10760,174,NaN,0,NaN,36446,4,4,41,0.0142676836964276,104
adaboost_under,142,5339,4703,69,0.0259076810800949,0.672985781990521,0.0498945888966971,34176,3,3,52,0.0192532771535581,105
adaboost_over,0,0,10042,211,NaN,0,NaN,34176,3,3,52,0.0192532771535581,105
adaboost_smote,59,2156,7886,152,0.0266365688487585,0.279620853080569,0.0486397361912613,34176,3,3,52,0.0192532771535581,105
adaboost_none,0,7,10035,211,0,0,NaN,34176,3,3,52,0.0192532771535581,105
xgboost_under,122,4341,5701,89,0.0273358727313466,0.578199052132701,0.0522036799315361,34176,3,3,52,0.0192532771535581,105
xgboost_over,44,1405,8637,167,0.0303657694962043,0.208530805687204,0.0530120481927711,34176,3,3,52,0.0192532771535581,105
xgboost_smote,65,1807,8235,146,0.0347222222222222,0.308056872037915,0.0624099855976956,34176,3,3,52,0.0192532771535581,105
xgboost_none,0,0,10042,211,NaN,0,NaN,34176,3,3,52,0.0192532771535581,105
randomforest_under,146,4149,5893,65,0.0339930151338766,0.691943127962085,0.0648024855747892,34176,3,3,52,0.0192532771535581,105
randomforest_over,0,0,10042,211,NaN,0,NaN,34176,3,3,52,0.0192532771535581,105
randomforest_smote,12,287,9755,199,0.040133779264214,0.0568720379146919,0.0470588235294118,34176,3,3,52,0.0192532771535581,105
randomforest_none,0,0,10042,211,NaN,0,NaN,34176,3,3,52,0.0192532771535581,105
c50_under,111,4392,5650,100,0.0246502331778814,0.5260663507109,0.0470937632583793,34176,3,3,52,0.0192532771535581,105
c50_over,8,247,9795,203,0.0313725490196078,0.037914691943128,0.0343347639484979,34176,3,3,52,0.0192532771535581,105
c50_smote,65,2923,7119,146,0.0217536813922356,0.308056872037915,0.0406376992810253,34176,3,3,52,0.0192532771535581,105
c50_none,0,0,10042,211,NaN,0,NaN,34176,3,3,52,0.0192532771535581,105
adaboost_under,125,7847,6919,56,0.0156798795785248,0.69060773480663,0.0306635594259782,49822,4,4,37,0.0143711613343503,106
adaboost_over,1,1,14765,180,0.5,0.00552486187845304,0.0109289617486339,49822,4,4,37,0.0143711613343503,106
adaboost_smote,52,3200,11566,129,0.015990159901599,0.287292817679558,0.0302942033207107,49822,4,4,37,0.0143711613343503,106
adaboost_none,0,4,14762,181,0,0,NaN,49822,4,4,37,0.0143711613343503,106
xgboost_under,118,6156,8610,63,0.0188077781319732,0.651933701657459,0.036560805577072,49822,4,4,37,0.0143711613343503,106
xgboost_over,41,2193,12573,140,0.0183527305282005,0.226519337016575,0.0339544513457557,49822,4,4,37,0.0143711613343503,106
xgboost_smote,57,3018,11748,124,0.0185365853658537,0.314917127071823,0.035012285012285,49822,4,4,37,0.0143711613343503,106
xgboost_none,0,0,14766,181,NaN,0,NaN,49822,4,4,37,0.0143711613343503,106
randomforest_under,116,6084,8682,65,0.0187096774193548,0.640883977900553,0.0363579376273311,49822,4,4,37,0.0143711613343503,106
randomforest_over,0,0,14766,181,NaN,0,NaN,49822,4,4,37,0.0143711613343503,106
randomforest_smote,15,738,14028,166,0.0199203187250996,0.0828729281767956,0.0321199143468951,49822,4,4,37,0.0143711613343503,106
randomforest_none,0,0,14766,181,NaN,0,NaN,49822,4,4,37,0.0143711613343503,106
c50_under,96,7151,7615,85,0.0132468607699738,0.530386740331492,0.0258481421647819,49822,4,4,37,0.0143711613343503,106
c50_over,1,273,14493,180,0.00364963503649635,0.00552486187845304,0.0043956043956044,49822,4,4,37,0.0143711613343503,106
c50_smote,54,3814,10952,127,0.0139607032057911,0.298342541436464,0.0266732526549765,49822,4,4,37,0.0143711613343503,106
c50_none,0,0,14766,181,NaN,0,NaN,49822,4,4,37,0.0143711613343503,106
adaboost_under,117,6895,5590,64,0.0166856816885339,0.646408839779006,0.0325316279716391,42217,5,5,51,0.0148755240779781,107
adaboost_over,0,0,12485,181,NaN,0,NaN,42217,5,5,51,0.0148755240779781,107
adaboost_smote,52,2654,9831,129,0.0192165558019217,0.287292817679558,0.0360235538621406,42217,5,5,51,0.0148755240779781,107
adaboost_none,0,2,12483,181,0,0,NaN,42217,5,5,51,0.0148755240779781,107
xgboost_under,101,5474,7011,80,0.0181165919282511,0.558011049723757,0.0350938151494093,42217,5,5,51,0.0148755240779781,107
xgboost_over,36,1389,11096,145,0.0252631578947368,0.198895027624309,0.0448318804483188,42217,5,5,51,0.0148755240779781,107
xgboost_smote,44,2226,10259,137,0.0193832599118943,0.243093922651934,0.0359037127702978,42217,5,5,51,0.0148755240779781,107
xgboost_none,0,0,12485,181,NaN,0,NaN,42217,5,5,51,0.0148755240779781,107
randomforest_under,105,5342,7143,76,0.019276666054709,0.580110497237569,0.0373134328358209,42217,5,5,51,0.0148755240779781,107
randomforest_over,0,0,12485,181,NaN,0,NaN,42217,5,5,51,0.0148755240779781,107
randomforest_smote,3,325,12160,178,0.00914634146341463,0.0165745856353591,0.0117878192534381,42217,5,5,51,0.0148755240779781,107
randomforest_none,0,0,12485,181,NaN,0,NaN,42217,5,5,51,0.0148755240779781,107
c50_under,89,5805,6680,92,0.0151001017984391,0.49171270718232,0.0293004115226337,42217,5,5,51,0.0148755240779781,107
c50_over,5,254,12231,176,0.0193050193050193,0.0276243093922652,0.0227272727272727,42217,5,5,51,0.0148755240779781,107
c50_smote,74,3734,8751,107,0.0194327731092437,0.408839779005525,0.0371020305841063,42217,5,5,51,0.0148755240779781,107
c50_none,0,0,12485,181,NaN,0,NaN,42217,5,5,51,0.0148755240779781,107
adaboost_under,103,5063,4662,38,0.0199380565234224,0.730496453900709,0.0388166572451479,32886,2,2,39,0.0151736301161589,108
adaboost_over,0,0,9725,141,NaN,0,NaN,32886,2,2,39,0.0151736301161589,108
adaboost_smote,42,1963,7762,99,0.0209476309226933,0.297872340425532,0.0391425908667288,32886,2,2,39,0.0151736301161589,108
adaboost_none,0,5,9720,141,0,0,NaN,32886,2,2,39,0.0151736301161589,108
xgboost_under,83,4029,5696,58,0.0201848249027237,0.588652482269504,0.0390312720432636,32886,2,2,39,0.0151736301161589,108
xgboost_over,34,1233,8492,107,0.026835043409629,0.24113475177305,0.0482954545454546,32886,2,2,39,0.0151736301161589,108
xgboost_smote,38,1827,7898,103,0.0203753351206434,0.269503546099291,0.0378863409770688,32886,2,2,39,0.0151736301161589,108
xgboost_none,0,0,9725,141,NaN,0,NaN,32886,2,2,39,0.0151736301161589,108
randomforest_under,83,3795,5930,58,0.0214027849406911,0.588652482269504,0.0413038069171436,32886,2,2,39,0.0151736301161589,108
randomforest_over,0,0,9725,141,NaN,0,NaN,32886,2,2,39,0.0151736301161589,108
randomforest_smote,6,392,9333,135,0.0150753768844221,0.0425531914893617,0.0222634508348794,32886,2,2,39,0.0151736301161589,108
randomforest_none,0,0,9725,141,NaN,0,NaN,32886,2,2,39,0.0151736301161589,108
c50_under,78,4590,5135,63,0.0167095115681234,0.553191489361702,0.03243917654398,32886,2,2,39,0.0151736301161589,108
c50_over,5,235,9490,136,0.0208333333333333,0.0354609929078014,0.026246719160105,32886,2,2,39,0.0151736301161589,108
c50_smote,53,2810,6915,88,0.0185120502968914,0.375886524822695,0.0352862849533955,32886,2,2,39,0.0151736301161589,108
c50_none,0,0,9725,141,NaN,0,NaN,32886,2,2,39,0.0151736301161589,108
adaboost_under,110,6546,5550,54,0.0165264423076923,0.670731707317073,0.032258064516129,40866,4,4,35,0.0128223951451084,109
adaboost_over,0,3,12093,164,0,0,NaN,40866,4,4,35,0.0128223951451084,109
adaboost_smote,55,2427,9669,109,0.0221595487510073,0.335365853658537,0.0415721844293273,40866,4,4,35,0.0128223951451084,109
