v1,tp,fp,tn,fn,prec,rec,f1,n,noise_vars,cor_vars,linear_vars,minority_size,iter
c50_none,0,0,9512,154,NaN,0,NaN,32219,3,3,34,0.015953319469878,7
adaboost_under,163,6849,5553,69,0.0232458642327439,0.702586206896552,0.045002760905577,42110,3,3,45,0.0194965566373783,8
adaboost_over,0,2,12400,232,0,0,NaN,42110,3,3,45,0.0194965566373783,8
adaboost_smote,64,2626,9776,168,0.0237918215613383,0.275862068965517,0.0438056125941136,42110,3,3,45,0.0194965566373783,8
adaboost_none,0,4,12398,232,0,0,NaN,42110,3,3,45,0.0194965566373783,8
xgboost_under,150,5410,6992,82,0.026978417266187,0.646551724137931,0.0517955801104972,42110,3,3,45,0.0194965566373783,8
xgboost_over,63,1688,10714,169,0.0359794403198173,0.271551724137931,0.0635400907715583,42110,3,3,45,0.0194965566373783,8
xgboost_smote,57,2255,10147,175,0.0246539792387543,0.245689655172414,0.044811320754717,42110,3,3,45,0.0194965566373783,8
xgboost_none,0,0,12402,232,NaN,0,NaN,42110,3,3,45,0.0194965566373783,8
randomforest_under,156,4937,7465,76,0.0306302768505792,0.672413793103448,0.0585915492957747,42110,3,3,45,0.0194965566373783,8
randomforest_over,0,0,12402,232,NaN,0,NaN,42110,3,3,45,0.0194965566373783,8
randomforest_smote,18,470,11932,214,0.0368852459016393,0.0775862068965517,0.05,42110,3,3,45,0.0194965566373783,8
randomforest_none,0,0,12402,232,NaN,0,NaN,42110,3,3,45,0.0194965566373783,8
c50_under,151,6165,6237,81,0.0239075364154528,0.650862068965517,0.0461209529627367,42110,3,3,45,0.0194965566373783,8
c50_over,4,395,12007,228,0.0100250626566416,0.0172413793103448,0.0126782884310618,42110,3,3,45,0.0194965566373783,8
c50_smote,71,3551,8851,161,0.0196024295969078,0.306034482758621,0.0368448365334717,42110,3,3,45,0.0194965566373783,8
c50_none,0,0,12402,232,NaN,0,NaN,42110,3,3,45,0.0194965566373783,8
adaboost_under,93,5510,4931,61,0.016598250936998,0.603896103896104,0.0323084940072955,35316,5,5,47,0.0147808358817533,9
adaboost_over,0,0,10441,154,NaN,0,NaN,35316,5,5,47,0.0147808358817533,9
adaboost_smote,38,2086,8355,116,0.0178907721280603,0.246753246753247,0.0333625987708516,35316,5,5,47,0.0147808358817533,9
adaboost_none,0,1,10440,154,0,0,NaN,35316,5,5,47,0.0147808358817533,9
xgboost_under,87,4539,5902,67,0.0188067444876783,0.564935064935065,0.0364016736401674,35316,5,5,47,0.0147808358817533,9
xgboost_over,18,936,9505,136,0.0188679245283019,0.116883116883117,0.0324909747292419,35316,5,5,47,0.0147808358817533,9
xgboost_smote,37,1834,8607,117,0.019775521111705,0.24025974025974,0.0365432098765432,35316,5,5,47,0.0147808358817533,9
xgboost_none,0,0,10441,154,NaN,0,NaN,35316,5,5,47,0.0147808358817533,9
randomforest_under,91,4431,6010,63,0.0201238390092879,0.590909090909091,0.0389221556886228,35316,5,5,47,0.0147808358817533,9
randomforest_over,0,0,10441,154,NaN,0,NaN,35316,5,5,47,0.0147808358817533,9
randomforest_smote,10,279,10162,144,0.0346020761245675,0.0649350649350649,0.0451467268623025,35316,5,5,47,0.0147808358817533,9
randomforest_none,0,0,10441,154,NaN,0,NaN,35316,5,5,47,0.0147808358817533,9
c50_under,80,4735,5706,74,0.0166147455867082,0.519480519480519,0.0321996377540753,35316,5,5,47,0.0147808358817533,9
c50_over,3,246,10195,151,0.0120481927710843,0.0194805194805195,0.0148883374689826,35316,5,5,47,0.0147808358817533,9
c50_smote,39,2769,7672,115,0.0138888888888889,0.253246753246753,0.0263335584064821,35316,5,5,47,0.0147808358817533,9
c50_none,0,0,10441,154,NaN,0,NaN,35316,5,5,47,0.0147808358817533,9
adaboost_under,90,6572,5678,38,0.0135094566196337,0.703125,0.0265095729013255,41258,3,3,39,0.0105676474865481,10
adaboost_over,0,0,12250,128,NaN,0,NaN,41258,3,3,39,0.0105676474865481,10
adaboost_smote,44,2669,9581,84,0.0162182086251382,0.34375,0.0309750087997184,41258,3,3,39,0.0105676474865481,10
adaboost_none,0,1,12249,128,0,0,NaN,41258,3,3,39,0.0105676474865481,10
xgboost_under,80,5230,7020,48,0.0150659133709981,0.625,0.0294225818315557,41258,3,3,39,0.0105676474865481,10
xgboost_over,19,1171,11079,109,0.0159663865546218,0.1484375,0.0288315629742033,41258,3,3,39,0.0105676474865481,10
xgboost_smote,33,2242,10008,95,0.0145054945054945,0.2578125,0.0274656679151061,41258,3,3,39,0.0105676474865481,10
xgboost_none,0,0,12250,128,NaN,0,NaN,41258,3,3,39,0.0105676474865481,10
randomforest_under,80,5168,7082,48,0.0152439024390244,0.625,0.0297619047619048,41258,3,3,39,0.0105676474865481,10
randomforest_over,0,0,12250,128,NaN,0,NaN,41258,3,3,39,0.0105676474865481,10
randomforest_smote,10,479,11771,118,0.0204498977505112,0.078125,0.0324149108589951,41258,3,3,39,0.0105676474865481,10
randomforest_none,0,0,12250,128,NaN,0,NaN,41258,3,3,39,0.0105676474865481,10
c50_under,84,6454,5796,44,0.012847965738758,0.65625,0.0252025202520252,41258,3,3,39,0.0105676474865481,10
c50_over,3,214,12036,125,0.0138248847926267,0.0234375,0.0173913043478261,41258,3,3,39,0.0105676474865481,10
c50_smote,41,3363,8887,87,0.0120446533490012,0.3203125,0.0232163080407701,41258,3,3,39,0.0105676474865481,10
c50_none,0,0,12250,128,NaN,0,NaN,41258,3,3,39,0.0105676474865481,10
adaboost_under,68,6753,6034,38,0.00996921272540683,0.641509433962264,0.0196333188970694,42976,4,4,44,0.00842330603127327,11
adaboost_over,0,0,12787,106,NaN,0,NaN,42976,4,4,44,0.00842330603127327,11
adaboost_smote,25,2637,10150,81,0.00939143501126972,0.235849056603774,0.0180635838150289,42976,4,4,44,0.00842330603127327,11
adaboost_none,0,2,12785,106,0,0,NaN,42976,4,4,44,0.00842330603127327,11
xgboost_under,60,5724,7063,46,0.0103734439834025,0.566037735849057,0.0203735144312394,42976,4,4,44,0.00842330603127327,11
xgboost_over,14,1151,11636,92,0.0120171673819742,0.132075471698113,0.022029897718332,42976,4,4,44,0.00842330603127327,11
xgboost_smote,20,2189,10598,86,0.00905387052965143,0.188679245283019,0.0172786177105832,42976,4,4,44,0.00842330603127327,11
xgboost_none,0,0,12787,106,NaN,0,NaN,42976,4,4,44,0.00842330603127327,11
randomforest_under,64,5380,7407,42,0.011756061719324,0.60377358490566,0.0230630630630631,42976,4,4,44,0.00842330603127327,11
randomforest_over,0,0,12787,106,NaN,0,NaN,42976,4,4,44,0.00842330603127327,11
randomforest_smote,3,408,12379,103,0.0072992700729927,0.0283018867924528,0.011605415860735,42976,4,4,44,0.00842330603127327,11
randomforest_none,0,0,12787,106,NaN,0,NaN,42976,4,4,44,0.00842330603127327,11
c50_under,48,5852,6935,58,0.00813559322033898,0.452830188679245,0.015984015984016,42976,4,4,44,0.00842330603127327,11
c50_over,3,175,12612,103,0.0168539325842697,0.0283018867924528,0.0211267605633803,42976,4,4,44,0.00842330603127327,11
c50_smote,32,3413,9374,74,0.00928882438316401,0.30188679245283,0.0180230920867361,42976,4,4,44,0.00842330603127327,11
c50_none,0,0,12787,106,NaN,0,NaN,42976,4,4,44,0.00842330603127327,11
adaboost_under,41,5905,4913,40,0.006895391860074,0.506172839506173,0.0136054421768707,36329,4,3,45,0.00762476258636351,12
adaboost_over,0,1,10817,81,0,0,NaN,36329,4,3,45,0.00762476258636351,12
adaboost_smote,17,2174,8644,64,0.00775901414879051,0.209876543209877,0.0149647887323944,36329,4,3,45,0.00762476258636351,12
adaboost_none,0,0,10818,81,NaN,0,NaN,36329,4,3,45,0.00762476258636351,12
xgboost_under,38,4076,6742,43,0.00923675255226057,0.469135802469136,0.0181168057210965,36329,4,3,45,0.00762476258636351,12
xgboost_over,7,609,10209,74,0.0113636363636364,0.0864197530864197,0.0200860832137733,36329,4,3,45,0.00762476258636351,12
xgboost_smote,19,1745,9073,62,0.0107709750566893,0.234567901234568,0.0205962059620596,36329,4,3,45,0.00762476258636351,12
xgboost_none,0,0,10818,81,NaN,0,NaN,36329,4,3,45,0.00762476258636351,12
randomforest_under,42,4370,6448,39,0.00951949229374433,0.518518518518518,0.0186957489427999,36329,4,3,45,0.00762476258636351,12
randomforest_over,0,0,10818,81,NaN,0,NaN,36329,4,3,45,0.00762476258636351,12
randomforest_smote,2,350,10468,79,0.00568181818181818,0.0246913580246914,0.0092378752886836,36329,4,3,45,0.00762476258636351,12
randomforest_none,0,0,10818,81,NaN,0,NaN,36329,4,3,45,0.00762476258636351,12
c50_under,61,7207,3611,20,0.00839295542102367,0.753086419753086,0.0166008980813716,36329,4,3,45,0.00762476258636351,12
c50_over,2,155,10663,79,0.0127388535031847,0.0246913580246914,0.0168067226890756,36329,4,3,45,0.00762476258636351,12
c50_smote,16,2591,8227,65,0.0061373225930188,0.197530864197531,0.0119047619047619,36329,4,3,45,0.00762476258636351,12
c50_none,0,0,10818,81,NaN,0,NaN,36329,4,3,45,0.00762476258636351,12
adaboost_under,78,6623,6237,42,0.0116400537233249,0.65,0.0228705468406392,43266,4,4,41,0.0096380529746221,13
adaboost_over,0,0,12860,120,NaN,0,NaN,43266,4,4,41,0.0096380529746221,13
adaboost_smote,29,2610,10250,91,0.010989010989011,0.241666666666667,0.0210221094599493,43266,4,4,41,0.0096380529746221,13
adaboost_none,0,3,12857,120,0,0,NaN,43266,4,4,41,0.0096380529746221,13
xgboost_under,74,5627,7233,46,0.0129801789159797,0.616666666666667,0.0254251846761725,43266,4,4,41,0.0096380529746221,13
xgboost_over,24,1341,11519,96,0.0175824175824176,0.2,0.0323232323232323,43266,4,4,41,0.0096380529746221,13
xgboost_smote,32,2316,10544,88,0.0136286201022147,0.266666666666667,0.0259319286871961,43266,4,4,41,0.0096380529746221,13
xgboost_none,0,0,12860,120,NaN,0,NaN,43266,4,4,41,0.0096380529746221,13
randomforest_under,73,5226,7634,47,0.0137761841856954,0.608333333333333,0.0269422402657317,43266,4,4,41,0.0096380529746221,13
randomforest_over,0,0,12860,120,NaN,0,NaN,43266,4,4,41,0.0096380529746221,13
randomforest_smote,8,408,12452,112,0.0192307692307692,0.0666666666666667,0.0298507462686567,43266,4,4,41,0.0096380529746221,13
randomforest_none,0,0,12860,120,NaN,0,NaN,43266,4,4,41,0.0096380529746221,13
c50_under,67,5675,7185,53,0.0116684082201324,0.558333333333333,0.0228590924599113,43266,4,4,41,0.0096380529746221,13
c50_over,4,198,12662,116,0.0198019801980198,0.0333333333333333,0.0248447204968944,43266,4,4,41,0.0096380529746221,13
c50_smote,41,4090,8770,79,0.00992495763737594,0.341666666666667,0.0192895789226064,43266,4,4,41,0.0096380529746221,13
c50_none,0,0,12860,120,NaN,0,NaN,43266,4,4,41,0.0096380529746221,13
adaboost_under,109,5939,6034,71,0.0180224867724868,0.605555555555556,0.0350032113037893,40510,4,4,40,0.0151073808936065,14
adaboost_over,0,1,11972,180,0,0,NaN,40510,4,4,40,0.0151073808936065,14
adaboost_smote,56,2653,9320,124,0.020671834625323,0.311111111111111,0.0387677397023191,40510,4,4,40,0.0151073808936065,14
adaboost_none,0,3,11970,180,0,0,NaN,40510,4,4,40,0.0151073808936065,14
xgboost_under,107,5038,6935,73,0.0207968901846453,0.594444444444444,0.04018779342723,40510,4,4,40,0.0151073808936065,14
xgboost_over,35,1428,10545,145,0.0239234449760766,0.194444444444444,0.0426049908703591,40510,4,4,40,0.0151073808936065,14
xgboost_smote,51,2154,9819,129,0.0231292517006803,0.283333333333333,0.0427672955974843,40510,4,4,40,0.0151073808936065,14
xgboost_none,0,0,11973,180,NaN,0,NaN,40510,4,4,40,0.0151073808936065,14
randomforest_under,108,4854,7119,72,0.0217654171704958,0.6,0.0420070011668611,40510,4,4,40,0.0151073808936065,14
randomforest_over,0,0,11973,180,NaN,0,NaN,40510,4,4,40,0.0151073808936065,14
randomforest_smote,10,446,11527,170,0.0219298245614035,0.0555555555555556,0.0314465408805031,40510,4,4,40,0.0151073808936065,14
randomforest_none,0,0,11973,180,NaN,0,NaN,40510,4,4,40,0.0151073808936065,14
c50_under,87,5939,6034,93,0.0144374377696648,0.483333333333333,0.0280373831775701,40510,4,4,40,0.0151073808936065,14
c50_over,6,271,11702,174,0.0216606498194946,0.0333333333333333,0.0262582056892779,40510,4,4,40,0.0151073808936065,14
c50_smote,64,3746,8227,116,0.0167979002624672,0.355555555555556,0.0320802005012531,40510,4,4,40,0.0151073808936065,14
c50_none,0,0,11973,180,NaN,0,NaN,40510,4,4,40,0.0151073808936065,14
adaboost_under,94,6948,5895,50,0.0133484805452996,0.652777777777778,0.0261619816309491,43288,2,3,46,0.0109730179264461,15
adaboost_over,0,0,12843,144,NaN,0,NaN,43288,2,3,46,0.0109730179264461,15
adaboost_smote,45,2522,10321,99,0.0175301908843007,0.3125,0.033198081888602,43288,2,3,46,0.0109730179264461,15
adaboost_none,0,0,12843,144,NaN,0,NaN,43288,2,3,46,0.0109730179264461,15
xgboost_under,71,5362,7481,73,0.0130682863979385,0.493055555555556,0.0254617177694101,43288,2,3,46,0.0109730179264461,15
xgboost_over,19,1121,11722,125,0.0166666666666667,0.131944444444444,0.029595015576324,43288,2,3,46,0.0109730179264461,15
xgboost_smote,27,2201,10642,117,0.0121184919210054,0.1875,0.0227655986509275,43288,2,3,46,0.0109730179264461,15
xgboost_none,0,0,12843,144,NaN,0,NaN,43288,2,3,46,0.0109730179264461,15
randomforest_under,68,4975,7868,76,0.0134840372793972,0.472222222222222,0.0262193946404473,43288,2,3,46,0.0109730179264461,15
randomforest_over,0,0,12843,144,NaN,0,NaN,43288,2,3,46,0.0109730179264461,15
randomforest_smote,10,426,12417,134,0.0229357798165138,0.0694444444444444,0.0344827586206897,43288,2,3,46,0.0109730179264461,15
randomforest_none,0,0,12843,144,NaN,0,NaN,43288,2,3,46,0.0109730179264461,15
c50_under,69,5694,7149,75,0.0119729307652264,0.479166666666667,0.0233621127475876,43288,2,3,46,0.0109730179264461,15
c50_over,3,244,12599,141,0.0121457489878543,0.0208333333333333,0.0153452685421995,43288,2,3,46,0.0109730179264461,15
c50_smote,39,3311,9532,105,0.0116417910447761,0.270833333333333,0.0223239839725243,43288,2,3,46,0.0109730179264461,15
c50_none,0,0,12843,144,NaN,0,NaN,43288,2,3,46,0.0109730179264461,15
adaboost_under,172,8409,6803,69,0.0200442838829973,0.713692946058091,0.0389934255270914,51508,4,3,41,0.0151432787139862,16
adaboost_over,0,0,15212,241,NaN,0,NaN,51508,4,3,41,0.0151432787139862,16
adaboost_smote,84,3181,12031,157,0.0257274119448698,0.348547717842324,0.0479178551055334,51508,4,3,41,0.0151432787139862,16
adaboost_none,0,0,15212,241,NaN,0,NaN,51508,4,3,41,0.0151432787139862,16
xgboost_under,144,6660,8552,97,0.0211640211640212,0.597510373443983,0.0408800567778566,51508,4,3,41,0.0151432787139862,16
xgboost_over,49,1975,13237,192,0.0242094861660079,0.203319502074689,0.0432671081677704,51508,4,3,41,0.0151432787139862,16
